key,nom,editeur,installs,avis,note,derniere_version_dc,cloud_meme_editeur,nb_alternatives,exemples
com.ja.jira.plugin.ttb,Time Tracking And Billing Reporting,jPlugs,78,13,3.56,2025-11-16,,13,"Timesheets by Tempo - Jira Time Tracking (898); Worklogs - Time Tracking, Time Reports,  (101); Clockwork Pro for Jira Time Tracking and (140); Clockwork Lite Time Tracker - Time Track (112)"
com.akelesconsulting.jira.plugins.dFolder,Dashboard Folders for Jira,Akeles Consulting,43,8,4.84,2026-03-12,,14,"Rich Filters for Jira Dashboards (185); eazyBI for Jira Reports, Charts, and Das (227); Dashboard Hub for Confluence (Reports, D (10); Custom Charts for Jira -Reports, Dashboa (139)"
biz.everit.jira.issue-score,Issue Score for Jira,EverIT by catworkx,87,8,3.59,2026-02-18,,11,Priority Scoring Calculator (36); Email This Issue (181); Issue History for Jira (Work Item Histor (95); Issue Matrix for Jira (42)
com.wombatscorp.confluence-tokens,API Tokens for Confluence,Wombats Corp,49,5,5.0,2026-06-20,,6,Open API (Swagger) Integration (31); Enhanced API Authentication for Jira wit (15); Visualize OpenAPI (Swagger) documentatio (21); External Data for Jira Fields (Connect R (86)
com.resolution.atlasplugins.samlsso-bamboo,SAML SSO Single Sign On for Bamboo SSO OAuth + User Sync,resolution Reichert Network Solutions GmbH,65,3,5.0,2026-08-27,,11,Single Sign On SAML SSO for Jira (SSO SA (82); SAML/OAuth SSO for JSM Customers (19); Single Sign On (SSO) via OAuth and OpenI (53); Single Sign On (SSO) via OAuth/OpenID fo (74)
net.gsolution.plugins.jira-telegram-connector,Telegram Connector for Jira,Globo Solutions,322,0,0,2026-07-13,,14,Telegram to Jira Connector (18); Power BI Connector for Jira (159); Connector for Salesforce & Jira (236); Slack Integration+ for Jira (77)
com.wombatscorp.jira-group-rename,Rename Group in Jira,Wombats Corp,48,5,5.0,2026-07-11,,4,"User/Group Export & License Optimizer fo (18); Group Sign-Off: parallel Multi-Approvals (41); SCIM Provisioning, User Sync & Group Syn (10); AURA Table Filter for Confluence (Views  (56)"
com.tse.jira.issueproperties.plugin.jira-issue-properties-plugin,Issue Properties for Jira,ILA eSolution,37,8,5.0,2026-01-12,Issue Properties for Jira Cloud,8,"Properties - Templates, Metadata & Datab (17); Email This Issue (181); Issue History for Jira (Work Item Histor (95); Issue Matrix for Jira (42)"
com.tse.confluence.purgepageversions.plugin.confluence-purge-pageversions-plugin,Purge Versions for Confluence,ILA eSolution,56,9,4.31,2026-01-15,,3,"Version Manager Pro - Simplify Project V (10); Version & Component Sync for Jira (54); Octo - Component version, Subcomponents  (16)"
com.obss.plugin.fieldSync,Field Sync,OBSS,56,9,4.31,2026-09-23,,15,Backbone Work Sync for Jira (Two Way Iss (72); Fields - Custom Fields for Jira (48); Awesome Custom Fields – Custom Fields fo (27); Jira Misc Custom Fields (JMCF) (92)
com.arijea.plugins.betterblogs,Better Blogs for Confluence,GLiNTECH - a Valiantys company,54,4,5.0,2026-06-20,Better Blogs for Confluence Cloud,9,Better Excel Exporter for Jira (254); Better PDF Exporter for Jira (467); Scroll Sites for Confluence (Help Center (111); Better Content Archiving and Analytics f (155)
com.cprime.jira.plugins.safe-translator,SAFe EPIC to Feature Translator for Jira,Appfire,51,11,4.32,2026-07-30,,12,"Deep Clone for Jira (Copy Projects, Bulk (134); Feature Bundle – Self-Service Extension  (51); Elements Copy & Sync (clone issues, proj (57); Agile Hive | SAFe Structure ART PI Plann (37)"
systems.npe.jira.prjorg,Project Groups for Jira,Rocktronic,47,5,5.0,2026-01-19,,9,"User/Group Export & License Optimizer fo (18); Group Sign-Off: parallel Multi-Approvals (41); Deep Clone for Jira (Copy Projects, Bulk (134); Projectrak (Project Portfolio Management (128)"
com.shdsd.plugin.organizationPro,OrgWise-Organization and Report for Jira,DragonSoft,32,10,5.0,2026-08-13,,0,
com.ja.jira.plugin.searchrequest,Show Saved Filter with Columns for Jira,jPlugs,69,8,3.91,2025-11-17,,7,"Rich Filters for Jira Dashboards (185); Table Filter, Charts & Spreadsheets for  (442); Filters Activity Stream (22); Quick Filters for Jira Dashboards (Chart (22)"
com.glintech.jira.plugins.compactcards,Compact Cards for Jira,GLiNTECH - a Valiantys company,60,6,4.38,2026-03-26,,6,"Agile Cards - Print Issues from Jira (70); Miro Cards for Jira (10); AURA Content Formatting Macros Tabs LaTe (212); Handy Macros for Confluence (Status, Dro (49)"
de.edrup.confluence.plugins.attachment-boxes,Attachment Boxes,Purde Software,76,2,5.0,2026-08-26,,11,Box for Confluence (10); Bulk Attachment Download (12); Cenote Lockpoint - Attachment Checkout (29); GoEdit - Simply edit attachments! (102)
de.codescape.jira.plugins.multiple-subtasks,Multiple Subtasks for Jira,codescape - Stefan Glase,102,1,5.0,2026-04-04,,4,Multiple Checklists for Jira (29); Multiple Filters Chart Gadgets (for Dash (33); Kepler - Attachment Fields | Simple & Mu (17); Templating.app🚀Project Templates & Issue (76)
com.intenso.jira.plugins.cfr.electronic-signature,Electronic Signature for Jira,Deviniti,51,7,4.46,2025-10-28,,3,Electronic Signatures (23); eSign Signatures for Jira (10); Contract Signatures for Confluence (10)
org.swift.confluence.acli,Run CLI Actions in Confluence,Appfire,88,4,3.75,2026-08-10,,4,Jira Command Line Interface (CLI) (32); Confluence Command Line Interface (CLI) (31); Actions for Jira Service Management (36); ActionableAgile® Analytics: Kanban/ Agil (32)
com.miniorange.oauth.bitbucket-oauth,mO OAuth/OpenID Connect (OIDC) for Bitbucket SSO,miniOrange,31,9,5.0,2026-07-21,,10,Single Sign On (SSO) via OAuth and OpenI (53); SAML/OAuth SSO for JSM Customers (19); Single Sign On (SSO) via OAuth/OpenID fo (74); Enhanced API Authentication for Jira wit (15)
com.tse.confluence.purgerecyclebin.plugin.confluence-purge-recyclebin-plugin,Auto Purge Trash,ILA eSolution,48,4,5.0,2026-01-14,,7,Time Off Management & Auto Assignment (15); AutoPage (Creates pages in Confluence wi (15); Flexible User License - Auto User Manage (22); Flexible User License - Auto User Manage (17)
io.innovura.plugins.colortransitions.color-workflow-actions,Color Workflow,Futurate,56,5,4.5,2026-03-05,,11,Jira Workflow Toolbox (540); Colored Label Manager - Smart Labels and (46); Jira Misc Workflow Extensions (JMWE) (534); JSU Automation Suite for Jira Workflows (298)
info.renjithv.jira.plugins.emaileditor.emaileditor-jira-plugin,Mail Template Editor for Jira,Rocktronic,93,17,2.65,2025-03-06,,12,Source Editor for Confluence (25); Templating.app🚀Project Templates & Issue (76); Enterprise Mail Handler for Jira Cloud ( (90); Issue Templates Pro - Description Templa (54)
com.shdsd.plugin.dingding-jira,DingTalk for Jira,DragonSoft,53,6,4.38,2025-12-26,,0,
no.kantega.kerberosauth.kerberosauth-plugin.bamboo,K-SSO SAML SSO OAuth Kerberos User Management for Bamboo,Kantega SSO,33,7,5.0,2026-09-18,,18,Backbone Work Sync for Jira (Two Way Iss (72); Jira Misc Workflow Extensions (JMWE) (534); Timesheets by Tempo - Jira Time Tracking (898); Checklists for Jira (Pro) by HeroCoders (264)
com.wittified.jira.delegated-admin,Delegated Project Admin Pro for Jira,Appfire,45,4,5.0,2026-08-06,Delegated Project Creator for Jira,5,"Deep Clone for Jira (Copy Projects, Bulk (134); Projectrak (Project Portfolio Management (128); Elements Copy & Sync (clone issues, proj (57); Project Role Tab for Jira (20)"
de.resolution.usersync.confluence,"User Sync: SCIM Provisioning, Group Sync for Confluence",resolution Reichert Network Solutions GmbH,35,6,5.0,2026-08-27,,11,"User Profiles for Jira (Microsoft Attrib (26); User Profiles for Confluence (Microsoft  (31); SCIM Provisioning, User Sync & Group Syn (10); Backbone Work Sync for Jira (Two Way Iss (72)"
com.redmoon.jira.secure-admin,Secure Admin - Share admin access safely and securely,Redmoon Software Ltd,35,6,5.0,2026-02-25,,5,Secure Fields - Data Security & Privacy  (30); Security & Encryption for Confluence (47); Comment Security Default (15); Security for Confluence PII & Secret Sca (15)
com.jirasudo.jira-sudo,Sudo for Jira,David Erickson,52,4,4.69,2026-03-16,,1,SprintRetro Pro – Retrospective & Metric (15)
com.miniorange.usermanagement.confluence-user-management,User Management for Confluence & Auto-deactivation,miniOrange,43,4,5.0,2026-05-27,User Management for Jira & Auto-deactivation (inactive user),8,Flexible User License - Auto User Manage (22); Flexible User License - Auto User Manage (17); User Management for Jira (bulk & timed i (25); Time Off Management & Auto Assignment (15)
com.akelesconsulting.jira.plugins.CannedSearchGadget,Canned Search Gadget,Akeles Consulting,43,4,5.0,2026-03-03,Canned Search for Confluence,8,Canned Responses Pro Templates for Jira (108); JQL Search Extensions for Jira (51); Countdown Gadget (11); Column Order Gadget (39)
com.kostebekteknoloji.plugins.jira.jira-bulk-operation-exhancer,Bulk Operation Enhancer for Jira,Köstebek Teknoloji,59,2,5.0,2026-04-04,,9,"Workflow Enhancer for Jira (43); Enhancer Plugin for Jira (70); Bulk Attachment Download (12); Deep Clone for Jira (Copy Projects, Bulk (134)"
com.nh.jira.UserAvatar,User Avatar,Pitronote,30,11,4.66,2023-10-10,,10,User Management for Jira (bulk & timed i (25); Flexible User License - Auto User Manage (22); Flexible User License - Auto User Manage (17); User Profiles for Jira (Microsoft Attrib (26)
ch.bitvoodoo.confluence.plugins.contentscheduler,Content Scheduler for Confluence,Elevatic,33,8,4.69,2025-10-22,,12,The Scheduler (68); Scroll Content Manager for Confluence (37); Custom Content for Jira (22); Better Content Archiving and Analytics f (155)
com.ila.esolution.jira.jenkinsutils.plugin.jira-jenkins-utils-plugin,Jenkins DevOps Suite for Jira,ILA eSolution,44,7,4.29,2026-01-12,,7,JSU Automation Suite for Jira Workflows (298); Azure DevOps for Jira (27); Jenkins for Jira (Official) (26); TFS4JIRA Azure DevOps integration (230)
com.hivestone.confluence.plugins.autonumberedheadings,Auto Numbered Headings,Hivestone,38,4,5.0,2026-01-26,,10,Numbered Headings (114); Easy Numbered Headings (12); Easy Heading Macro (Floating Table of Co (19); Time Off Management & Auto Assignment (15)
com.stellarity.bamboo.powershell-task,PowerShell Task,Stellarity Software,38,4,5.0,2026-03-26,,3,"Task Hub for Jira (15); Task Reminder - Slack & Mail Notificatio (14); Easy Clone: Bulk Clone Issues, Epics & S (36)"
de.scandio.bitbucket.plugins.favourites,Favorites for Bitbucket,ASK Software,63,5,3.75,2026-01-05,,9,Copy Page Tree (67); WorklogPRO - Timesheets and Cost Tracker (43); Timetracker - Time Tracking & Timesheet  (110); ikuTeam Files: Document Management Workf (152)
io.windtunnel.smb.secret-managers-plugin,Secret Managers for Bamboo,votazz,44,4,4.69,2026-02-10,,11,Security for Confluence PII & Secret Sca (15); Zephyr - Test Management and Automation  (492); Xray - Test Management for Jira (553); Comala Document Management (175)
com.kanoah.jira-checklist,Kanoah Checklist for Jira,The Adaptavist Group,45,8,4.06,2025-11-03,,14,Smart Checklists for Jira (132); Checklists for Jira (Pro) by HeroCoders (264); Multiple Checklists for Jira (29); Checklists for Jira (Enterprise) by Hero (143)
com.stiltsoft.bitbucket.submodule,Submodule Changes for Bitbucket,Stiltsoft Europe OÜ,50,4,4.38,2025-09-23,,0,
de.scandio.confluence.plugins.live-snippets,Git Snippets - Smart Git Viewer for Confluence,Lively Apps,53,2,5.0,2026-08-25,,7,"Git Integration for Jira (GitHub, GitLab (343); Git for Confluence (GitHub, GitLab, Bitb (22); GitHub Macros for Confluence (10); Jigit - GitHub, GitLab, Gerrit integrati (34)"
com.methoda.plugins.pagePreview4Jira,C4J for Confluence Page Preview In Jira,Methoda,35,4,5.0,2026-09-09,,8,"Copy Page Tree (67); AutoPage (Creates pages in Confluence wi (15); KARMA Page Builder for Confluence (Conte (164); Page Tree Creator Pro (Blueprint, Templa (22)"
org.techtime.bitbucket.plugins.usermanagement,User Management for Bitbucket (bulk & timed inactive users),TechTime Initiative Group Limited,52,2,5.0,2026-09-11,User Management for Confluence (bulk & timed inactive users),5,Flexible User License - Auto User Manage (22); My User Manager for Jira (11); Flexible User License - Auto User Manage (17); Custom Space User Management (CSUM) for  (17)
net.youngaweb.jira.yp-better-comments-with-reply,Better comments with reply,Young Plugins,50,3,4.58,2025-09-02,,9,Better PDF Exporter for Jira (467); Better Excel Exporter for Jira (254); Better Content Archiving and Analytics f (155); Comments Manager (12)
com.rauliki.JiraSupportAdminTools.JiraSupportAdminTools,Support Admin Tools for Jira,Sngular,55,4,4.06,2024-11-18,Support Admin Tools & Announcement Banner for Jira Cloud,1,"Agile Tools-Epic Tree, Links Tree, Time  (20)"
com.infosysta.jira.JAM,Attachments Manager for Jira,Futurate,32,15,4.17,2025-09-29,,9,Smart Attachments for Jira (File & Docum (80); Bulk Attachment Download (12); Cenote Lockpoint - Attachment Checkout (29); GoEdit - Simply edit attachments! (102)
de.kupper.it.atlassian.confluence.tabs,Responsive tabs,Kupper Software,53,4,4.06,2026-06-12,,6,"Canned Responses Pro Templates for Jira (108); Composition Tabs for Confluence (77); Response Templates for Jira (Canned Resp (11); Mosaic: Content Formatting Macros, Tabs  (113)"
com.easesolutions.jira.plugins.testmanagement,easeTest - Test Management for Jira (formerly T4J),Ease Solutions Consulting GmbH,33,4,5.0,2026-07-16,,3,(AI powered) Automated Release Notes & R (48); Asset Management for Jira (IT Assets & L (67); Free:(AI powered) Automated Release Note (13)
com.acidoranges.dbterminal.dbterminal,DataBase Explorer,Sevidev,39,3,5.0,2026-06-02,,4,"Links Explorer: Traceability Matrix, Hie (18); Properties - Templates, Metadata & Datab (17); PocketQuery - Connect SQL Databases & RE (79); External Data for Confluence (Visualize  (13)"
com.stagil.jira.plugins.projects,STAGIL Project Creator for Jira,STAGIL by catworkx,39,3,5.0,2025-11-04,,10,"Delegated Project Creator for Jira (33); STAGIL Navigation Menus for Jira (20); Page Tree Creator Pro (Blueprint, Templa (22); STAGIL Assets - Link & Relation Manageme (32)"
es.excentia.jira.plugins.jira-traceabilityx-plugin,TraceabilityX for Jira,excentia,26,18,4.31,2026-01-13,,4,"easeRequirements - Requirements Manageme (62); Requirements & Test Management for Jira (66); Better Commit Policy for Jira (Git, Bitb (22); Ketryx Lifecycle Management for Jira (12)"
net.savignano.s-notify.confluence.gui,S/Notify Email Encryption for Confluence,savignano software solutions,38,3,5.0,2026-06-01,,5,Email This Issue (181); Notification Assistant for Jira - Email (57); mailto.wiki - Email for Confluence (11); Simple Reminder – Email Notifications (12)
au.net.bunney.spellproof.plugins.spellproof-confluence,Spellproof for Confluence (Spell Checker),Bunney Apps,43,5,4.25,2026-07-09,,0,
com.accxia.jira.plugins.workscouncil.WorksCouncil,UnView for Jira,Accxia,46,6,3.96,2026-05-27,,13,"Sprint Review for Jira (21); QC Read and Understood for Confluence (15); Sprint Planning, Capacity and Resource P (10); AURA Table Filter for Confluence (Views  (56)"
io.suspect.jira-copy-project-plugin,Jira Copy Project Plugin,Lane Technology,69,7,2.86,2025-08-05,,12,"Deep Clone for Jira (Copy Projects, Bulk (134); Elements Copy & Sync (clone issues, proj (57); Clone Plus for Jira (58); Copy Page Tree (67)"
es.excentia.jira.plugins.excentia-admin-tools,excentia Admin Tools for Jira,excentia,36,3,5.0,2026-06-04,,1,"Agile Tools-Epic Tree, Links Tree, Time  (20)"
com.tse.confluence.spaceproperties.plugin.confluence-space-properties-plugin,Space Fields for Confluence,ILA eSolution,27,6,4.79,2026-01-14,Space Properties & Fields,13,Fields - Custom Fields for Jira (48); SubSpace Navigation for Confluence (63); Awesome Custom Fields – Custom Fields fo (27); Jira Misc Custom Fields (JMCF) (92)
net.gcore.plugins.bitbucket2msteams,Microsoft Teams Connector for Bitbucket,Globo Solutions,53,4,3.75,2026-06-29,,7,Advanced Microsoft Teams Connector for J (43); Advanced Microsoft Teams Connector for C (17); Microsoft 365 for Jira & JSM (Teams & Ou (195); Microsoft Teams for Jira & JSM (30)
com.wittified.delegated-group-management-in-confluence,Delegated Group Management in Confluence,Appfire,50,3,4.17,2026-07-29,,12,Delegated Project Creator for Jira (33); Group Sign-Off: parallel Multi-Approvals (41); User/Group Export & License Optimizer fo (18); Xray - Test Management for Jira (553)
net.kentcom.page-reminders,Page Reminders for Confluence,KC Integrations,43,2,5.0,2026-05-08,,10,"Reminders for Jira (20); Date Reminder for Confluence (12); Reminder for Jira (Follow-Ups, Deadlines (32); Simple Reminder – Email Notifications (12)"
com.shdsd.plugin.weChatWork,WeCom (WeChat Work) for Jira Service Management,DragonSoft,27,8,4.53,2025-10-29,,4,ActionableAgile® Analytics: Kanban/ Agil (32); Optimizer for Jira (Health Checks & Clea (33); Date Reminder for Confluence (12); Personal Checklist For Jira Cloud (Free) (14)
de.resolution.usersync.jira,"User Sync: SCIM Provisioning, Group Sync for Jira",resolution Reichert Network Solutions GmbH,59,1,5.0,2026-08-27,,11,"User Profiles for Jira (Microsoft Attrib (26); User Profiles for Confluence (Microsoft  (31); SCIM Provisioning, User Sync & Group Syn (10); Backbone Work Sync for Jira (Two Way Iss (72)"
com.itlab.jira.plugins.classic-transitions-view,Classic Transitions View for Jira,it.Lab,57,1,5.0,2026-08-09,,6,Create on Transition for Jira (49); Undo Transition (16); Tree View (10); Classic Settings for Next-Gen projects (10)
de.kupper.it.atlassian.confluence.permission-helper,Permission Helper,Kupper Software,57,1,5.0,2026-05-01,,0,
addonix.jira.plugins.ui-toolkit,"My UI Toolkit - JS, CSS and UX Extensions for Jira",Addonix,32,3,5.0,2026-03-12,,8,My Requests Extension for Jira Service M (34); Refined Macro Toolkit (Content Formattin (35); Software Configuration Management Toolki (22); My User Manager for Jira (11)
com.jibrok.jira.plugins.su,Switch to User and Delegating SU for Jira,JiBrok,40,2,5.0,2026-02-09,,10,Delegated Project Creator for Jira (33); User Management for Jira (bulk & timed i (25); Flexible User License - Auto User Manage (22); Flexible User License - Auto User Manage (17)
de.scandio.confluence.plugins.spaceadmin,Team Admin - Space Group Management for Confluence,Lively Apps,40,2,5.0,2026-08-25,,6,Microsoft Teams for Jira & JSM (30); Advanced Microsoft Teams Connector for J (43); ikuTeam Files: Document Management Workf (152); Advanced Microsoft Teams Connector for C (17)
org.hotovo.confluence.amazon-s3-storage-connector,Amazon S3 Connector for Confluence,TeamOps FACTORY (Solumiss Group),40,2,5.0,2026-07-28,,12,"draw.io Diagrams | UML, BPMN, AWS, ERD,  (1205); Power BI Connector for Jira (159); Connector for Salesforce & Jira (236); Slack Integration+ for Jira (77)"
net.utoolity.atlassian.bamboo.identity-federation-for-aws-bamboo,Identity Federation for AWS (Bamboo),Utoolity,160,0,0,2026-09-01,,1,"draw.io Diagrams | UML, BPMN, AWS, ERD,  (1205)"
com.empegraphics.jira.user-mentioned,User Mentioned JQL,Simtask,39,2,5.0,2026-02-28,,5,JQL Search Extensions for Jira (51); GO! JQL: Essential JQL Functions (10); User Management for Jira (bulk & timed i (25); Flexible User License - Auto User Manage (22)
com.atsistemas.jira.addons.template-me,TemplateMe! - Customized notifications,knowmad mood,34,9,3.89,2025-12-10,,13,"Deep Clone for Jira (Copy Projects, Bulk (134); Canned Responses Pro Templates for Jira (108); AURA Content Formatting Macros Tabs LaTe (212); Page Tree Creator Pro (Blueprint, Templa (22)"
com.miniorange.rest.auth.confluence-rest-api-oauth,Enhanced API Authentication for Confluence with OAuth/JWT,miniOrange,39,2,5.0,2026-09-07,Enhanced API Authentication for Jira with API Key/OAuth/JWT,7,Open API (Swagger) Integration (31); Workflow Enhancer for Jira (43); Enhancer Plugin for Jira (70); Visualize OpenAPI (Swagger) documentatio (21)
com.hivestone.confluence.plugins.copypagehier,Copy Page Hierarchy (Copy Space),Hivestone,42,4,4.06,2026-03-07,,11,"Copy Page Tree (67); Deep Clone for Jira (Copy Projects, Bulk (134); Elements Copy & Sync (clone issues, proj (57); Space Sync for Confluence (Copy & Publis (11)"
de.communardo.confluence.communardo.qms.plugin,Process Management Suite for Confluence,Elevatic,31,3,5.0,2026-02-05,,12,JSU Automation Suite for Jira Workflows (298); Business Process Manager: Productive Wor (10); Gantt Suite for Jira: project management (15); Kanban Analytics: Improve Your Delivery  (33)
com.stiltsoft.bitbucket.fileviewer,File Viewer for Bitbucket,Stiltsoft Europe OÜ,52,3,3.75,2025-10-23,,4,ikuTeam Files: Document Management Workf (152); Smart Attachments for Jira (File & Docum (80); Dependency Map for Jira (link viewer) (13); File Field | Attachment Custom Fields fo (35)
com.hivestone.confluence.plugins.delunusedattach,Delete Unused Attachments,Hivestone,53,4,3.44,2025-11-23,,5,Bulk Attachment Download (12); Cenote Lockpoint - Attachment Checkout (29); Smart Attachments for Jira (File & Docum (80); GoEdit - Simply edit attachments! (102)
vivid.trace,Vivid Trace for Jira,Vivid Inc.,24,8,4.53,2025-12-23,,8,Links Hierarchy:  Track Work item Depend (28); AURA Content Formatting Macros Tabs LaTe (212); easeRequirements - Requirements Manageme (62); Secure Fields - Data Security & Privacy  (30)
com.infosysta.jira.translation.arabic,Arabic for Jira (Language Localization & RTL Support),Futurate,46,4,3.75,2026-05-18,,0,
net.seibertmedia.confluence.appcenter,Linchpin Launchpad - Access Your Tools,Seibert,22,5,5.0,2026-06-18,,2,Gliffy Diagrams for Confluence (799); Viewtracker - Analytics for Confluence (62)
com.tse.jira.scmactivitylite.plugin.jira-scm-activity-lite-plugin,SCM Changesets Activity for Jira,ILA eSolution,25,4,5.0,2026-01-12,,2,Filters Activity Stream (22); Activity Timeline: Resource Capacity Pla (121)
com.enhancera.auditor.confauditor,Auditor for Confluence,"Enhancera, LLC",37,2,5.0,2026-01-07,,3,Revyz Command Center for Jira (Backup Co (19); AURA Workflow & Approval for Confluence  (33); Issue History for Jira (Work Item Histor (95)
com.brikit.targetedsearch,Brikit Targeted Search for Confluence,Brikit,51,1,5.0,2026-03-23,,1,JQL Search Extensions for Jira (51)
com.addonrock.jira.custom-field-pack,Custom Field Pack,Addonrock Sp. z o.o.,29,3,5.0,2025-10-03,,6,Awesome Custom Fields – Custom Fields fo (27); Jira Misc Custom Fields (JMCF) (92); Fields - Custom Fields for Jira (48); Power Custom Fields for Jira (34)
de.smartics.atlassian.confluence.smartics-atlassian-confluence-macros,Project Documentation Macros,smartics,145,0,0,2026-01-08,,17,Refined Macro Toolkit (Content Formattin (35); Comala Document Management (175); HTML Macro for Confluence (31); Documents for Jira (23)
net.brutscher.confluence.groupmentions.GroupMentions,Group Mentions,votazz,35,2,5.0,2025-12-03,,4,"User/Group Export & License Optimizer fo (18); Group Sign-Off: parallel Multi-Approvals (41); SCIM Provisioning, User Sync & Group Syn (10); AURA Table Filter for Confluence (Views  (56)"
net.seibertmedia.plugin.confluence.duplicate-content-defender,Duplicate Content Defender,Seibert,35,2,5.0,2026-08-11,,11,"Scroll Content Manager for Confluence (37); Find Duplicates: Detect Similar Issues,  (48); Duplicate: Bulk Clone Issues & Epics in  (10); Custom Content for Jira (22)"
io.windtunnel.ksb.kubernetes-plugin,Kubernetes for Bamboo,votazz,34,2,5.0,2026-02-15,,4,"Golive | Environment Planning & Deployme (39); Zephyr - Test Management and Automation  (492); OnLink Import for Assets, Entra ID, Intu (20); QMetry - Test Management for Jira (QTM4J (200)"
com.jibrok.jira.plugins.banner,Customizable Announcements for Jira,JiBrok,34,2,5.0,2026-02-09,,4,Announcer for Jira (12); Feature Bundle – Self-Service Extension  (51); Message field (12); Lively Blogs - Dynamic News and Feeds fo (15)
de.accxia.jira.apps.booster.WebBooster,WebBooster for Jira,Accxia,33,3,4.58,2025-04-29,,0,
com.softcrts.confluence.plugins.labels.restrict,Labels Restrict,SoftCrts,27,3,5.0,2025-08-05,,2,Colored Label Manager - Smart Labels and (46); Label Manager for Jira (18)
com.playsql.rytestcompliance,RY Testing and Compliance,Requirement Yogi,69,1,2.5,2026-02-13,,13,"AIO Tests: QA Testing and Test Managemen (114); Xray - Test Management for Jira (553); Zephyr - Test Management and Automation  (492); Agile Test: Enterprise QA Testing, Test  (74)"
net.koncis.atlassian.jira-issue-edit-lock,Issue Lock for Jira (who's editing),aety aps,49,6,2.92,2026-02-24,,12,Email This Issue (181); Issue History for Jira (Work Item Histor (95); Issue Matrix for Jira (42); Default Values for 'Create Issue' screen (26)
com.hivestone.confluence.plugins.spacehierarchy,Space Hierarchy & Breadcrumbs,Hivestone,19,5,5.0,2026-02-24,,9,SubSpace Navigation for Confluence (63); JXL - Sheets Hierarchy Structure Sum-up  (148); Hierarchy for Jira (Custom issue structu (15); Space Templates & Content Templates for  (16)
com.atsistemas.jira.addons.notify-me,NotifyMe! - Send emails from Jira issues,knowmad mood,19,5,5.0,2025-01-14,,12,Notification Assistant for Jira - Email (57); Inbox for Jira (smart notifications) (21); Advanced Microsoft Teams Connector for J (43); Reminders for Jira (20)
com.mohamicorp.bitbucket.plugin.crucible-review-hook,Crucible Review Hook for Bitbucket,Appfire,17,6,5.0,2026-06-05,,7,Sprint Review for Jira (21); Jira Hooks for Bitbucket (12); Approvals for Confluence (Page Review &  (21); ControlFreak - Commit Checks and Jira Ho (21)
de.viadee.confluence.managed-data-fields,Managed Data Fields,viadee Unternehmensberatung AG,32,2,5.0,2026-08-26,,11,Manage Custom Fields for Jira (13); Fields - Custom Fields for Jira (48); Awesome Custom Fields – Custom Fields fo (27); Jira Misc Custom Fields (JMCF) (92)
com.lifeincodes.issue-preview-for-jira,Issue Preview for Jira,Life in Codes,25,6,4.38,2026-04-23,,11,Email This Issue (181); Issue History for Jira (Work Item Histor (95); Issue Matrix for Jira (42); Default Values for 'Create Issue' screen (26)
com.atsistemas.jira.addons.receive-me,ReceiveMe! - Email handler for Jira,knowmad mood,25,6,4.38,2024-12-18,,3,Email This Issue (181); Trophies - Gamification for Jira (12); mailto.wiki - Email for Confluence (11)
net.gcore.plugins.wgfeedback-marketplace,Issue Feedback and Surveys for Jira,Globo Solutions,40,2,4.38,2026-08-28,,10,"Multivote & Enterprise Survey for Conflu (32); Smart Forms for Jira (JSM, JWM, Confluen (48); Customer Satisfaction (CSAT) Survey for  (43); Email This Issue (181)"
de.catworkx.confluence.plugins.catworkx-revision,Teamworkx Revision for Confluence,catworkx GmbH,43,1,5.0,2026-09-02,,10,QC Documents for Confluence Cloud (13); Smart Attachments for Jira (File & Docum (80); Optimizer for Jira (Health Checks & Clea (33); Approvals for Confluence (Page Review &  (21)
com.digixperience.atlassian.confluence.spaces-list,Advanced spaces list (Statistics),DigiXperience,64,4,1.88,2026-03-15,,9,SubSpace Navigation for Confluence (63); Advanced Portal Reports for Jira Service (48); Space Templates & Content Templates for  (16); Advanced Panelboxes for Confluence (12)
com.cprime.jira.plugins.reporting,"Power Dashboards, Reports & Gadgets",Appfire,29,2,5.0,2026-09-10,,18,"eazyBI for Jira Reports, Charts, and Das (227); Custom Charts for Jira -Reports, Dashboa (139); Performance Objectives: Charts & Reports (48); (AI powered) Automated Release Notes & R (48)"
org.techtime.bitbucket.plugins.easysso,EasySSO for Bitbucket (Kerberos/NTLM/HTTP headers/SAML SSO),TechTime Initiative Group Limited,23,3,5.0,2026-09-01,,0,
fam.atlas.push.jira-push,WebPush Notifications for Jira,Itransition Group,33,3,4.17,2026-09-16,,7,"Notification Assistant for Jira - Email (57); Inbox for Jira (smart notifications) (21); Reminder for Jira (Follow-Ups, Deadlines (32); Slack for Confluence (Chat Notifications (11)"
com.acidoranges.pincomments.pincomments,Pin Comments And Attachments,Sevidev,27,2,5.0,2026-05-12,,8,Bulk Attachment Download (12); Comments Manager (12); Smart Comments for Jira (22); Comment Security Default (15)
com.tse.confluence.pageproperties.plugin.confluence-page-properties-plugin,Page Fields,ILA eSolution,18,4,5.0,2026-01-13,,14,Fields - Custom Fields for Jira (48); Awesome Custom Fields – Custom Fields fo (27); Copy Page Tree (67); Jira Misc Custom Fields (JMCF) (92)
com.forty8fiftylabs.plugins.atlassian.smarthandler_for_mail,SmartHandler - Email logic for Jira,Forty8Fifty Labs,29,4,4.06,2026-03-02,,0,
